"Data Source","World Development Indicators",

"Last Updated Date","2021-07-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Euro area","EMU","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","220684","233396","280611","286731","305153","317854","296396","293454","339359","354561","407410","391880","474329","472817","495698","544898","520364","591456","630744","601919","619601","661714","708585","729656","733099","810998","817002","829424","843166","826507","851075","850632","822665","807407","889206","959926","997686","1006002","1119999","1144352","1116236","1084460","980889","1036926","977641","960142","984698.1875","1006528.40625","923158.05859375","963262.086120605","920251.360473633","905027.545196533","868671.615478516","830954.68963623","882930.724853516","890265.620178223","925204.025024414","961020.249938965","989697.340026855","","",
"Eritrea","ERI","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","32","42","42","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Spain","ESP","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","6300","8000","56600","64200","65200","66900","65300","52000","69700","95800","156200","146700","164300","166900","173927","168312","186900","193768","235500","206760","205638","215150","225730","229310","247426","266608","268449","270734","271403","222924","203766","224971","168759","126130","177940","223965","231633","239169","313908","318469","309229","309091","254949","268279","293839","219335","292829.1875","281729.40625","249714.5","266668.8125","252352.25","271962.875","264162.96875","223710.03125","282241.53125","289821.25","283830.90625","311031.5625","347824.71875","","",
"Estonia","EST","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","401","1232","936","1337","693","330","417","315","272","260","260","200","225","467","257","372","252","555","703","772","813","653.599975585938","573.039978027344","388.339996337891","581.398010253906","733.213989257813","870.474975585938","798.700012207031","867.733032226563","870.460998535156","943.661010742188","","",
"Ethiopia","ETH","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","33","36","36","22","28","33","55","38","24","14","15","15","15","15","15","25","25","25","25","25","25","25","25","38","45.2999992370605","85.5","90.5","95","126","165","","",
"European Union","EUU","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","259939","277945","325089","333643","358875","375155","354708","358546","404720","420657","470838","460762","557601","554461","582927","635559","615126","687530","723955","695902","717360","777779","831596","849172","856133","929711","941113","953813","986854","972854","988944","981976","957032","934993","1024003","1093812","1123350","1128071","1244942","1280550","1253092","1225644","1102677","1171020","1115246","1099626","1127261.1875","1143389.40625","1071281.05859375","1112413.57244873","1063378.80773926","1046743.99050903","1011590.57592773","985827.968933105","1040783.62524414","1052810.11138916","1096928.9420166","1136637.67474365","1167494.41717529","","",
"Fragile and conflict affected situations","FCS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2085","2283","2501","2727","2960","3194","3434","3697","3960","4314","4637","5053","5805","6734","7963","8945","10025","10902","11733","12588","13626","14749","15931","17415","19274","22507","22241","21246","33547","48635","32930","45331","65094","87524","100456","112504","120792","136718","137904","148210","165465","188917","264495","329427","510420.199951172","609367.800048828","731495.099975586","755129.900756836","888921.939575195","1003623.83508301","1137836.13007736","1131712.41533279","1256396.57958984","1317471.04999924","1407203.48304689","1437900.11015625","1458742.8125","1485503.38183594","1559108.07615232","","",
"Finland","FIN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","50","190","390","600","800","999","1201","1403","1200","1800","1800","2500","2500","3455","3275","4921","5698","6334","7746","9586","10166","11006","12689","16367","18550","18550","19271","17909","17526","16682","17345","17659","16426","16024","15449","15400","15739","15132","12558","12821","14355","12891","13025","13439","13627","11772","11275","12659","13613","13465","14877","14412.169921875","14586.900390625","14163.7001953125","","",
"Fiji","FJI","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","757","8660","10896","5089","6045","6353","3493","2498.89990234375","1832.03405761719","184","200","255","365","2408","16860.01953125","6991","4927","1206","394","561.5","561.5","1618","830","888","670.026000976563","767.5","646","727","637","744","744","754","780","795","","",
"France","FRA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","111100","116700","106900","110000","98220","111650","102700","115255","108610","104725","106444","85280","128308","127366","137010","164937","148586","180727","163893","188692","207039","200250","192707","196288","192609","226903","243671","231894","227544","225122","256653","245094","250254","277323","280954","280786","285526","287243","267850","264857","266802","251655","251758","239601","242167","244925","237375","237451","238248.59375","234002","203409","194118.703125","205556","200605.09375","180799.796875","163741.59375","165950","178650","185650","","",
"Faroe Islands","FRO","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","0","5","10","25","40","80","51","102","305","100","222","445","360","390","513","1620","2520","4523","5260","8131","13076","18283","19098","18752","15332","8611","17584","22538","20436","42544","34823","49167","56102","62746","46077","23455","18574","30699","46673","59295","47575","60473","76564","75909","86454","80600","83300","86800","78900","","",
"Micronesia, Fed. Sts.","FSM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","0","85","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Gabon","GAB","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","3","2","2","2","3","5","8","28","39","62","57","158","558","558","102","83","80","80","78","126","124","124","126","130","130","48","46","45","45","45","45","45","","",
"United Kingdom","GBR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","35","135","35","35","200","300","200","200","200","200","444","516","213","401","556","876","690","585","888","2351","2855","4049","11987","11684","17612","20104","24013","29435","36392","49316","50044","60887","56824","68774","85701","93838","109901","129715","137421","154800","152485","170516","179036","181838","207203","172813","171848","174200","175702","196597.8125","201363.84375","198967.59375","205594.703125","203263","214707.34375","211749.421875","194492.171875","222611.109375","197618","","",
"Georgia","GEO","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1273","630","607","2660","1045","580","228","157","101","61","96","83","86","80","52","56","72","107","150","180","422","705","850","1000","1155","1305","1495","1655","1805","2042","2381.5","","",
"Ghana","GHA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","4","10","20","46","94","122","142","168","181","199","219","238","256","273","289","306","329","353","450","357","359","386","427","330","360","410","430","465","500","550","550","400","1800","2900","5000","6000","6000","938","950","1154","2270","3820","5594","7154","10200","19092","27450","32513","38545","44610","52480","57415","76630","","",
"Gibraltar","GIB","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","3","3","2","2","1","1","1","1","5","5","5","4","4","0","0","0","0","0","2","2","2","100","110","110","170","177","185","187.199996948242","292.5","322.799987792969","351","409","477.799987792969","572.900024414063","686.599975585938","","",
"Gambia, The","GMB","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","53","60","0","0","0","0","0","4","4","4","4","5","5","5","5","5","5","75","25","25","25","25","33","33","33","35","35","35","35","35","","",
"Guinea-Bissau","GNB","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","35","40","","",
"Equatorial Guinea","GNQ","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","3","15","17","15","15","15","15","15","15","15","","",
"Greece","GRC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","330","290","390","450","530","620","630","800","860","950","1040","975","1080","1230","1400","1520","1612","1704","1826","1872","1963","2065","2110","2260","2542","2377","2296","2741","4087","4737","9523","12615","20306","32578","33182","32644","39852","48838","59926","84274","95418","97512","87928","101434","97143","106208","113384","113297","115068","122011","121244","110809.1015625","110973.46875","113999.8515625","104663","107161.796875","123707.1015625","125524.703125","132392.203125","","",
"Grenada","GRD","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","","","","","","","","","","","","","","1.39999997615814","22.1000003814697","18","20","","",
"Greenland","GRL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","8","9","12","61","459","528","651","920","713","904","831","1235","3286","4393","3675","3421","4407","3124","4850","3963","5100","7978","6346","4908","9008","16293","16400","18727","16623","22792.23046875","21468","17743","19762","21395","22247.599609375","23448.900390625","26360","28317","","",
"Guam","GUM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","0","0","0","0","0","0","0","0","0","2","4","11","45","37","47","85","142","180","198","210","212","176","187","211","215","216","220","220","220","230","232","232","233","160","160","160","162","162","162","140.5","129","111","111","110","110","110","110","110","110","","",
"Guyana","GUY","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","14","17","27","65","70","43","35","50","65","85","140","210","230","250","270","300","606","605","608","608","608","608","608","660","660","292","510.959991455078","487.600006103516","263.100006103516","261.178009033203","220.649993896484","367.496002197266","417.639984130859","336.699981689453","696.268005371094","306.760009765625","","",
"High income","HIC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","748544","809876","905326","1015037","1017111","1054629","1067191","1150907","1278481","1206399","1438197","1521315","1683546","1957186","2151882","2176787","2270920","2435845","2450536","2482401","2692402","2971151","2963608","3193806","3356562.5","3542904.70600128","3912399.10400391","3876887.25","4164528","4090486.125","4164414","4238382.625","4419867","4568034.04699707","4854449.96002197","4958628.19897461","5002403.13000488","5323580.68798828","5200722.1260376","5355314.57202148","5306619.79199219","5661402.77396241","5865618.96606445","5995650.5579834","6183696.95300293","6187869.328125","6587538.08857423","6898779.97353745","6800580.22286797","6936171.19955139","6781914.18167586","6948446.40935311","7447151.44518134","7274421.68089245","7625994.20786683","7721775.44008027","7847316.94579049","8537391.25435773","8642209.99748516","","",
"Hong Kong SAR, China","HKG","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","600","665","690","700","1390","1279","1138","1169","1852","2140","3113","3287","3619","4010","4287","5239","6086","5101","6816","7383","7887","7913","9287","8540","8356","7901","9121","10436","10778","9529","10256","10624","9333","9299","8966","8571","8418","8310","6439","6052","4988","5627","4302","4857","4615","4130","4125","4514","4754","4819","4338","3438","4093","3764","3897","3894","4258","4172","4133","","",
"Honduras","HND","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","0","0","0","0","2","9","14","23","36","55","86","127","190","268","581","465","985","2049","2845","3318","3401","4175","5707","8341","8990","7241","10295","9472","8080","8789","10053","13386","16957","23547","27036","49249","55356","54689","47080","28858","27509","50295","52436","53100","61750","55100","54000","64500","65000","","",
"Heavily indebted poor countries (HIPC)","HPC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","4","10","20","106","254","282","402","428","343","345","510","638","714","788","989","1138","1400","1802","2922","2860","4317","5913","7002","9072","9959","11427","17036","20942","23055","24516","29246","32540","30454","35034","41677","50063","63890","69909","70500","101644.150001526","138751.200000763","160103.200000763","160563.25","170803.361553192","196626.300006866","220659.448154449","261145.258392334","284622.999919891","323015.756256104","343062.911224365","357241.323699951","391521.029174805","391084.174438477","","",
"Croatia","HRV","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6802","4603","4941","4007","2889","3510","5989","6313","6876","10468","9095","9505","10917","12127","15497","14045","13878","14228.5498046875","13990.509765625","12846","10440.361328125","12018.900390625","13149.2353515625","15571.4951171875","15804.7587890625","16033.80078125","18067.16796875","","",
"Haiti","HTI","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","12","32","32","32","162","162","225","360","600","720","800","1010","1220","1290","1400","1400","","",
"Hungary","HUN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","10000","12500","13750","15150","16100","17280","18590","19230","19800","20300","19500","19000","22600","21626","21791","21950","21923","21889","21787","21619","22570","26330","26180","27790","16473","18315","16997","17948","17970","20548","17600","14434","14230","9492","9899","9360","8080","9334","10222","11947","12886","13056","11574","11870","12744","13661","14686","15864","15687","14825","14245","15584","15133","14918","15326","17337","16247.96875","18257.5","17852.298828125","","",
"IBRD only","IBD","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1249343","1094009","1069678","1204810","1386582","1542183","1739905","1765535","1800594","2034538","2034812","2382911","2581670","2457742","2690539","2920585","2970073","3766762","4067122","4072724","4464559","4507740","4811223","5375484","6156368","7049416","7735476","8757356","10419794","11422524","11966679","13484864","16292825","19554646","22977236","26341177","29010936","29404883","31556499","34571466","36680564","38877506.4","41564482.7597656","44146951.0996094","48100338.8992157","51384369.5","54650235.3498047","57554355.4505882","61394823.9726925","64694686.0426369","68374761.8404007","71822273.2230587","77599754.9602289","84327449.748797","88472793.0191199","92250368.926453","96252917.5578583","99501294.5068449","101545655.326735","","",
"IDA & IBRD total","IBT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1302215","1148541","1125843","1262765","1446400","1605538","1803501","1831180","1866590","2104555","2107297","2459390","2659319","2538232","2772157","3005535","3059990","3858101","4165279","4176875","4574310","4625362","4936171","5508728","6303852","7211941","7928902","8976980","10676689","11714223","12261089","13816849","16655819.8999023","19954508.0340576","23412417","26841183","29581937","30111886","32352642","35434023.0195313","37621377","39955243.4","42816383.7597656","45557380.0996094","49751122.5991669","53141512.9188004","56617684.3927811","59628664.1405649","63671115.2126436","67182866.7752914","71290724.4404011","75010133.4160976","81154586.4079175","88146231.9279161","92541386.1287746","96503081.0260442","100704892.765731","104192240.73642","106451316.491233","","",
"IDA total","IDA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","52872","54532","56165","57955","59818","63355","63596","65645","65996","70017","72485","76479","77649","80490","81618","84950","89917","91339","98157","104151","109751","117622","124948","133244","147484","162525","193426","219624","256895","291699","294410","331985","362994.899902344","399862.034057617","435181","500006","571001","707003","796143","862557.01953125","940813","1077737","1251901","1410429","1650783.69995117","1757143.41880035","1967449.04297638","2074308.68997669","2276291.23995113","2488180.73265457","2915962.60000038","3187860.19303894","3554831.44768858","3818782.17911911","4068593.10965466","4252712.09959121","4451975.20787275","4690946.2295748","4905661.16449785","","",
"IDA blend","IDB","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","3555","3853","4081","4397","4740","5003","5294","5605","5881","6206","6549","6913","7255","7699","8112","8641","9187","9734","10293","10839","11503","12176","12917","13842","15699","17793","23305","26122","44140","64197","47489","57649","52495.8999023438","52940.0340576172","46152","43550","39276","48216","47844","69788.01953125","53847","94704","106439","111683","129234.5","145916.46875","216538.243000031","228647.390000343","293214.039999962","307881.386001587","366935.399999619","406507.099803925","447832.799413681","492352.999217987","534687.400781989","544664.302344084","537321.639221549","540119.653028131","544791.100097656","","",
"Indonesia","IDN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","80639","86172","89263","88224","93148","93898","104339","112101","104175","105690","108706","114121","118952","129830","136244","149633","156744","173780","189266","202202","225296","269959","273541","303941","330764","359626","411552","456727","499597","527897","599824","607507","645368","710414","703522","743092","881098","777547","747007","882989","993727","1076749","1137151","1228559","1468612","2124093","2479247","3137376","3854944","4712846.5","6277924.5","7937071.5","9599765","13301408","14375287","15649311","16002319","16118238","14772104","","",
"IDA only","IDX","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","49317","50679","52084","53558","55078","58352","58302","60040","60115","63811","65936","69566","70394","72791","73506","76309","80730","81605","87864","93312","98248","105446","112031","119402","131785","144732","170121","193502","212755","227502","246921","274336","310499","346922","389029","456456","531725","658787","748299","792769","886966","983033","1145462","1298746","1521549.19995117","1611226.95005035","1750910.79997635","1845661.29997635","1983077.19995117","2180299.34665298","2549027.20000076","2781353.09323502","3106998.6482749","3326429.17990112","3533905.70887268","3708047.79724713","3914653.5686512","4150826.57654667","4360870.0644002","","",
"Isle of Man","IMN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","44843","49359","54368","59927","66096","72947","80561","89022","98471","109321","121671","136697","153958","173080","192321","213817","238123","264948","294854","328082","365180","406622","452939","504733","572000","633250","686260","788310","893330","1004500","1017136","1225261","1395444","1416702","1519528","1658807","1758739","1864322","1908485","2134814","1942531","2120634","2189445","2316947","2804362","2973126","3182817","3114762","3855763","3798842","3790021","3677584","4213980","4555209","4893002","5263002","5702002","6184869","7071302","","",
"Not classified","INX","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2100","900","500","1100","1000","1100","900","1300","2600","3000","3701","4906","5512","3423","3809","4258","5019","4654","4069","3692","5639","5811","6982","7078","15322","11964","12741","18693","18327","20790","26673","27749","27157","30158","28615","27366","34925","36854","42375","43856","51247","60940","62568","62516","58359","60050","53122","57104","44867.5","47511.67578125","46490.30078125","44266.3203125","36102.01171875","34198.19921875","31200.19921875","39650","40244.4296875","45433.1015625","36895.8984375","","",
"Iran, Islamic Rep.","IRN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","60","155","311","887","1510","2675","3800","4935","7040","9263","11197","13356","15368","18369","17776","20930","24820","26400","26000","27147","20226","21806","21882","25899","28636","29977","30279","33237","31800","40550","62550","76817","91714","104330","111761","129468","158549","154726","179552","220034","247262","296514","325325","320174","346118","398129","412887","439718","","",
"Iraq","IRQ","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","","","","","","2","10","100","500","1000","1800","2300","2746","3000","3238","3443","3622","3774","3899","3997","4476","4441","4564","5250","5000","3000","1600","1750","4750","4000","4100","2600","2500","3400","7500","2183","1745","2000","2000","2000","13947","17941","14867","15810","19246","18732","20320","16290","25040","14060","26625","24803","28835","31814","25737","","",
"Iceland","ISL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8","15","23","32","43","59","80","107","137","103","273","643","1209","1677","2829","2873","2524","2917","3222","3485","3687","3663","3868","3897","3623","4371","3585","6214","8868","8256","8241","4823","5098","5165","5050","5308.5","7431.2998046875","7053","8433.5","8382.599609375","15129","20858.69921875","19185","","",
"Israel","ISR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","9271","10054","9985","11282","11812","11673","10526","9637","10827","11180","12815","13626","14095","14283","12416","12441","12446","13353","12969","12283","11391","11263","11260","11024","11514","12954","12289","14027","15135","14593","14638","15102","12211","13604","14984","16180","17553","18264","18556","18777","20098","21318","22256","20776","22303","22409","22117","21434","20017","19177","19895","20817","20342.400390625","22251.599609375","20166","19640","18914","16985","17000","","",
"Italy","ITA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2794","4776","6531","8001","9893","11813","13573","16711","20473","22748","28632","35443","31224","29074","41786","51088","56653","60543","64228","70479","74640","83584","87547","89848","96900","104301","107130","110616","131499","132971","153744","175193","170377","166320","176421","214725","189373","195719","208625","210368","216525","218330","184285","191884","118217","181101","172793","179409","149002.765625","162431.5","153493.703125","164150.703125","137041","140879","148730.34375","148762.59375","157000","157000","143338.1875","","",
"Jamaica","JAM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","38","25","20","32","135","148","355","850","1462","2201","2772","3092","3404","3140","3240","3340","3440","3550","3500","3450","3410","4150","4512","4512","6150","2969","4495","5670","8019","5616","5950","5184","3952","1152","651.050048828125","837.900024414063","876","602","947","1342","1615.63000488281","","",
"Jordan","JOR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","15","15","30","45","65","70","70","55","60","20","22","60","86","170","181","200","293","515","569","540","515","650","487","561","560","509","540","440","541","575","600","720","885","885","885","885","900","","",
"Japan","JPN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","308044","347634","389701","419315","399167","412523","442172","513304","574487","526565","597395","658832","703271","854553","946292","844119","926711","943746","1007675","977359","1085656","1051868","1035020","1153787","1208031.5","1184219.5","1291958","1234254.25","1426063","1370564.125","1369751","1359269.625","1397089","1359475.875","1420526","1389676.5","1349461.75","1339909.5","1290515.125","1315323.75","1291735.125","1311828.75","1385099.125","1301793.5","1261003.25","1254143","1224189.5","1284425.375","1186721.875","1243358.125","1151101.375","907971.5625","1073820.75","1027951.5","1021848.5625","1105651.625","1068034.5","1023192.1875","1032674.625","","",
"Kazakhstan","KAZ","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7034","9050","9450","13382","3379","2928","1161","1948","1682","1921","1106","1193","813","309","778","820","188.199996948242","123","256","170","206","303","224","858","738","811","410","730.400024414063","1878","1563","1600","","",
"Kenya","KEN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","380","410","360","380","430","399","370","360","317","293","240","220","170","180","160","150","160","160","180","160","160","160","195","201","207","213","224","210","561","972","1236","1178","1136","1145","1385","1302","579","199","153","300","512","1009","798","1012","1035","1047","1012","4240","4452","4895","12194","22295","21888","23901","24498","19058","15357","12760","15524","","",
"Kyrgyz Republic","KGZ","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1108","1135","982","974","642","223","163","207","185","168","162","71","58","144","94","12","20","20","20","107","92","133","352","394.5","297","300","577.929992675781","1068.40002441406","1930.69995117188","2100","2558.69995117188","","",
"Cambodia","KHM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","4","11","25","53","106","240","464","934","1610","3000","2200","2500","4600","5538","6400","6700","8550","7900","8200","9511","9600","11800","14100","15000","14430","17500","18250","26300","37515","44000","41010","35260","40000","50000","60000","72000","74000","90000","120055","145000","172500","207500","254050","","",
"Kiribati","KIR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","13","15","1530","349","443","1228","5116","8209","3513","1684","3200","5265","9489","7383","5942","9409","11188","9282","4262","3913","3913","5012","8849","1117","1094.14001464844","1798.16003417969","4756","4293","8291","2261","3582","3602","3652","3652","3652","","",
"St. Kitts and Nevis","KNA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","3","3","3","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1.20000004768372","1.5","1","1.5","1","","",
"Korea, Rep.","KOR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","18637","17404","23901","80479","72557","73350","91626","96450","105769","80605","124058","151885","163955","265546","343865","352495","412663","493461","395177","484844","545133","704890","603311","645426","679342","790769","952388","875568","898649","858573","788565","787977","955477","1056503","1092988","1017254","897041","1040210","796632","777711","667883","668022","794340","839845","952856","1057725","1279163","1399075","1394818","1331719","1377233","1499335","1509226","1533446","1567442","1676485","1859220","2334719","2278850","","",
"Kuwait","KWT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","5","8","10","0","0","0","0","0","90","90","204","220","264","376","195","195","366","375","327","568","348","291.214996337891","272","310","319","309","303","297","262","196.15998840332","195","197.649993896484","","",
"Latin America & Caribbean (excluding high income)","LAC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","100","114","121","122","84","85","105","178","246","420","1018","1278","1686","3499","4147","6189","6944","9324","12713","16629","26014","34937","49901","67309","66756","72222","85451","120898","135123","137764","158195","198578","232377","215725","235265","277917","328232","389501","422842","458071","433573","483208","566107","638542","689538","764603","858906.243000031","881550.940003395","951102.486876488","1021542.46119308","1136816.57290459","1229584.66270065","1288390.43987083","1329830.61031723","1542923.14988935","1597046.49782443","1656962.68236578","1738181.62586749","1845128.21960449","","",
"Lao PDR","LAO","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","16","24","32","48","72","96","128","160","216","272","344","432","536","664","808","984","1184","1408","1680","1984","2328","2500","4000","5000","6000","7000","8000","10000","10500","10760","11000","11200","12880","16000","21143","21216","30362","42066","50000","59716","64900","64900","60000","60000","63250","64300","75000.5","82100","95600","101895","108000","108360","95965","100000","104000","108200","","",
"Lebanon","LBN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","5","10","20","40","25","40","70","120","200","300","300","375","200","100","100","80","80","130","180","200","300","350","300","400","300","400","300","790","795","795","813","813","818","975","1080","1180","1280","1280","1180","1125","1025","1025","1025","1031","","",
"Liberia","LBR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","35","9","7","8","6","3","2","3","0","0","0","0","0","0","0","0","20","20","22","14","30","30","37","45","50","60","60","70","80","90","100","130","165","180","200","220","240","","",
"Libya","LBY","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","30","50","70","70","80","10","10","40","40","40","40","40","40","40","40","160","288","388","388","240","110","110","110","10","10","10","10","10","10","10","10","","",
"St. Lucia","LCA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","35","40","40","40","21","9","11","11","12","3","2","137","1","29","18","22","6","15","10.2430000305176","10.3900003433228","7.03999996185303","12.3600006103516","20.8999996185303","21.7999992370605","27.8999996185303","44.2999992370605","36.2000007629395","26.1000003814697","32.4400024414063","27.4500007629395","29","","",
