"Data Source","World Development Indicators",

"Last Updated Date","2021-07-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.0706785731483","23.8069590469182","21.648868835819","22.2848984519249","22.9445571152139","6.35970695159188","21.7320221737387","19.6738422837651","21.7327581491945","27.4646042929525","31.8369016845912","27.9424891940051","31.4663980350775","31.7030660057234","27.9182994702296","30.572758427593","29.8719591396371","29.5704033811731","27.7292793340018","28.3268624970074","",
"Africa Eastern and Southern","AFE","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","","","","","","","","","","","","9.90992615540217","","7.68923136025657","8.18052810125847","7.65965804707604","","","","","","","10.6798203421833","","","","","","","","","","10.0277791332456","9.61038426679629","9.1906984018406","8.82540038195428","8.66499432002283","9.18537753725107","9.19955939708283","9.61022206415635","10.3752913674636","9.46032433590518","8.2797749221419","8.22920228309463","8.77829817297143","8.57633092319813","10.2248316429607","10.8042928228995","10.7856984862423","10.3886466791225","9.7578492926439","9.41815710166044","9.44942909330834","11.1536376101188","11.6222311271987","10.6808177039895","9.33170471762985","",
"Afghanistan","AFG","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","7.83526679894446","13.1198638928934","17.3358407967507","17.099850581365","20.8006767904764","20.8816634027342","16.00906677632","20.5806444720536","20.5416003093413","25.4323707121459","28.4641730095204","23.8652945048808","22.8817141890948","24.423571594431","16.3241264867917","15.3513858405288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3695294018036","18.2936161520611","13.6918476055713","14.0292713208405","4.27602338186878","7.54684014524629","9.51326057195841","19.2271235944006","23.5599980058157","","34.0330570936499","","",
"Africa Western and Central","AFW","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","17.868183540652","16.0200607386906","14.9431378460641","13.7393505951284","15.5917314940124","15.2415359045964","14.3125726229265","13.5957330279354","14.9653242841578","14.2653352859973","15.4496018225972","16.642727417154","16.4883271303741","13.2607577641949","12.1842815213389","13.6881822440165","15.5891570308479","16.2835295199547","","17.2518834371649","","21.0826621348383","","","","","","","","","","","","","17.7547709495718","18.0109699788208","19.7115992243116","23.4026736941196","19.3103430037406","21.3767697232332","20.8210945150855","18.4130469000542","","","18.4864495248495","18.9506569128646","14.7487750963195","16.1933007377869","14.015294960594","24.5676014528928","20.4169466270314","18.3725015323205","18.1829351045655","17.5010022087478","16.3992990147121","19.139388730882","16.0868935268987","14.7901029265702","",
"Angola","AGO","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","19.341475761938","","","","","","","15.1310872822905","15.6796214496573","13.39212281824","11.8308829041115","13.0863058964029","14.3738539630869","","","","","","","","","","","32.4960490980796","","","","","","","","","","","","","","","","","","","","","","16.0130415533247","","13.5034727803116","15.2317778511317","18.5961212476185","20.0679151122417","17.7540192725584","16.9800790579802","13.1856292392847","13.7148612810251","17.7351787421833","20.4364711760623","","",
"Albania","ALB","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.2713500402147","27.1806727179409","26.9408204433479","27.3598044929082","21.8344894406933","19.3800309935046","20.1725298479794","19.6256029620736","19.264186578718","16.2430261779039","19.966386211139","16.4344910051271","16.4325485665371","17.0873902427217","17.946651912862","16.6310044125481","17.3068860989059","17.7209865684087","10.3265556378275","14.4973567496162","14.149751060874","14.8580982799484","14.0435870571852","","",
"Andorra","AND","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.6743285169743","29.0834921549592","30.3978806021849","22.9812748983497","21.0374266731269","19.9249060942022","20.085335631578","19.3467105857586","18.8800094522871","18.1626894188418","","18.7713082461553","17.9481853102275","20.1521917279259","21.6648032780264","22.0346594393789","22.3874912939134","23.4655356522485","23.7800769792589","23.2800068450214","23.5068469243958","23.4667141960661","22.8305102187583","22.1232265784306","","",
"Arab World","ARB","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","","","","","","","","","","","","","20.8065483738204","16.2875140671994","","14.6615583305284","15.1098838242303","16.4495976998525","16.436117384217","14.6974192793885","15.5341929560589","","","","","","","","","","15.1834127961652","","","","","","16.3800353354263","15.4117373347695","14.5496542057446","14.3638048360299","14.0485156076415","13.2381573919191","12.3613947724655","11.6641630509313","12.322863691962","11.5337677548164","12.374890170045","12.8569371305346","13.8149111010043","12.6215683156491","11.8121473429128","12.3677320062523","12.7730137166199","13.5898870751405","13.7356576182328","13.1345517016004","12.2852910929424","",
"United Arab Emirates","ARE","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","","","","","","","","","","","","","","","","11.0069833688991","10.8945263539558","11.1169792986763","10.6510162672479","9.56086299062648","12.2516542452435","","","","","","","","17.1555915494262","16.1180343531375","14.8763209524744","","","","","","11.2648613713545","11.0848261616965","9.75168938439653","7.7568033508315","7.38746300457042","6.41696667915418","6.64552534274367","6.39971702348984","6.01635959929177","6.05688227539534","6.14477842691978","6.00656210608499","6.51232634525587","5.89138084977193","5.04314227878443","5.52683314479393","5.78591908587731","5.91080843251709","6.99833695038039","7.3070372831967","6.18510537548903","",
"Argentina","ARG","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","3.89352505199727","4.13659507747678","5.90513059717013","6.5068809086247","6.65772759473769","6.58288376847721","5.50863981439474","6.81812291536465","5.82383922615393","5.0483696753398","6.46203456245042","9.24388230143468","4.75916786069586","4.5602070410893","4.75687969547438","5.28456961824936","5.65960040903596","7.14199334069061","5.67211544734954","4.99348223248526","4.40776705762262","3.86375449049171","4.514638549706","4.71657369165189","6.89167240737623","4.56200787428644","","","","","5.97842411999106","5.44556757395568","5.19108730969174","5.46757452429963","4.92520013332918","5.32102457254496","4.93499848181451","4.91875848706901","5.0134709929318","5.72428376826837","4.6330285978847","4.20128711940575","3.30307730186729","2.83873915468007","2.58446169118103","3.70036470787913","4.54066037809979","3.77097613295672","2.62132827399884","2.39679846090052","2.49085394889715","2.28184607034632","2.42165435253748","2.64277936829368","3.62640695118077","4.17929799620689","6.86536203860505","6.48775544705604","",
